12th	19525800.txt:1 
trio	19525800.txt:2 
triton	19525800.txt:2 
tritons	19525800.txt:1 
trod	19525800.txt:1 
troopers	19525800.txt:1 
troth	19525800.txt:1 
troublesome	19525800.txt:5 
truly	19525800.txt:19 
trustworthy	19525800.txt:5 
try	19525800.txt:11 
tuesday	19525800.txt:1 
tufted	19525800.txt:1 
tumbledown	19525800.txt:1 
tumultuous	19525800.txt:1 
turnham	19525800.txt:1 
tutoress	19525800.txt:2 
twere	19525800.txt:1 
two	19525800.txt:105 
uncertain	19525800.txt:1 
undeveloped	19525800.txt:1 
undress	19525800.txt:2 
unedifying	19525800.txt:1 
unfailing	19525800.txt:1 
unfathomable	19525800.txt:1 
universal	19525800.txt:6 
unnatural	19525800.txt:2 
unreal	19525800.txt:1 
unreasonable	19525800.txt:3 
unscrupulous	19525800.txt:1 
unselfish	19525800.txt:1 
unsmiling	19525800.txt:1 
untainted	19525800.txt:1 
untaught	19525800.txt:1 
until	19525800.txt:21 
untiring	19525800.txt:2 
untold	19525800.txt:1 
untouched	19525800.txt:4 
untrained	19525800.txt:1 
unusually	19525800.txt:2 
unworldly	19525800.txt:1 
upholding	19525800.txt:1 
upper	19525800.txt:3 
urging	19525800.txt:1 
urn	19525800.txt:2 
useyou	19525800.txt:1 
ushered	19525800.txt:1 
vacant	19525800.txt:1 
vague	19525800.txt:5 
vaguest	19525800.txt:1 
valedictions	19525800.txt:1 
varieties	19525800.txt:1 
variety	19525800.txt:1 
various	19525800.txt:3 
vast	19525800.txt:1 
velvet	19525800.txt:8 
venture	19525800.txt:8 
ventured	19525800.txt:14 
venus	19525800.txt:11 
verb	19525800.txt:1 
verily	19525800.txt:4 
vermin	19525800.txt:2 
veteran	19525800.txt:1 
veterans	19525800.txt:1 
victim	19525800.txt:3 
victualling	19525800.txt:1 
vigilance	19525800.txt:2 
village	19525800.txt:7 
villanies	19525800.txt:1 
violently	19525800.txt:2 
violin	19525800.txt:6 
visible	19525800.txt:1 
visited	19525800.txt:4 
vita	19525800.txt:1 
vocabulary	19525800.txt:1 
volition	19525800.txt:1 
vowgod	19525800.txt:1 
vulgar	19525800.txt:2 
vulgarity	19525800.txt:1 
wain	19525800.txt:1 
waiter	19525800.txt:4 
waiting	19525800.txt:19 
waitingwoman	19525800.txt:4 
wakened	19525800.txt:4 
walk	19525800.txt:19 
walked	19525800.txt:5 
walks	19525800.txt:4 
walnut	19525800.txt:1 
wan	19525800.txt:1 
wanting	19525800.txt:5 
ware	19525800.txt:1 
wares	19525800.txt:1 
was	19525800.txt:1571 
wasthe	19525800.txt:1 
watchers	19525800.txt:1 
watchfulness	19525800.txt:1 
waters	19525800.txt:1 
waving	19525800.txt:4 
wax	19525800.txt:1 
wear	19525800.txt:3 
wearily	19525800.txt:1 
weddings	19525800.txt:1 
wedlock	19525800.txt:2 
wee	19525800.txt:1 
weekly	19525800.txt:2 
weighs	19525800.txt:1 
welcomed	19525800.txt:2 
well	19525800.txt:155 
wellmeaning	19525800.txt:1 
wellpowdered	19525800.txt:1 
went	19525800.txt:63 
west	19525800.txt:4 
westward	19525800.txt:1 
wet	19525800.txt:1 
what	19525800.txt:303 
whats	19525800.txt:8 
wheneer	19525800.txt:1 
wheninfinite	19525800.txt:1 
wherewith	19525800.txt:2 
wherewithal	19525800.txt:1 
which	19525800.txt:241 
whilst	19525800.txt:2 
whimpering	19525800.txt:1 
whisper	19525800.txt:3 
wicketgate	19525800.txt:1 
widowed	19525800.txt:1 
wifemy	19525800.txt:1 
willows	19525800.txt:1 
windmill	19525800.txt:1 
wink	19525800.txt:2 
winked	19525800.txt:1 
winks	19525800.txt:1 
woe	19525800.txt:1 
wolves	19525800.txt:1 
woman	19525800.txt:74 
womanhood	19525800.txt:4 
wonderful	19525800.txt:11 
wonders	19525800.txt:4 
wont	19525800.txt:21 
wonted	19525800.txt:1 
woo	19525800.txt:1 
wood	19525800.txt:5 
wooded	19525800.txt:1 
wooden	19525800.txt:8 
woods	19525800.txt:3 
wordbut	19525800.txt:1 
work	19525800.txt:24 
worked	19525800.txt:5 
worki	19525800.txt:1 
works	19525800.txt:3 
worlds	19525800.txt:3 
wormeaten	19525800.txt:1 
worship	19525800.txt:1 
wortley	19525800.txt:1 
wrapped	19525800.txt:6 
wretcha	19525800.txt:1 
wrote	19525800.txt:14 
yearly	19525800.txt:1 
yearning	19525800.txt:1 
yews	19525800.txt:1 
yonder	19525800.txt:3 
yonge	19525800.txt:1 
yorksire	19525800.txt:1 
youa	19525800.txt:1 
15	19525800.txt:1 
19525800	19525800.txt:1 
a	19525800.txt:2151 
abear	19525800.txt:2 
abilities	19525800.txt:1 
ablazing	19525800.txt:1 
abode	19525800.txt:2 
abundant	19525800.txt:1 
accommodate	19525800.txt:1 
accord	19525800.txt:1 
according	19525800.txt:5 
accosted	19525800.txt:2 
account	19525800.txt:14 
accountable	19525800.txt:3 
accumulated	19525800.txt:1 
acockhorse	19525800.txt:1 
acquiesced	19525800.txt:1 
acquiring	19525800.txt:1 
act	19525800.txt:13 
acting	19525800.txt:7 
actually	19525800.txt:15 
actuated	19525800.txt:1 
add	19525800.txt:3 
adding	19525800.txt:3 
adjective	19525800.txt:1 
admiring	19525800.txt:2 
admit	19525800.txt:6 
admittance	19525800.txt:5 
admitting	19525800.txt:3 
advice	19525800.txt:7 
affecting	19525800.txt:1 
affrighted	19525800.txt:2 
afoot	19525800.txt:1 
afraid	19525800.txt:15 
again	19525800.txt:101 
agent	19525800.txt:4 
agitating	19525800.txt:2 
agony	19525800.txt:3 
aid	19525800.txt:7 
aids	19525800.txt:1 
alacrity	19525800.txt:1 
alarms	19525800.txt:4 
alas	19525800.txt:5 
alleys	19525800.txt:1 
allowed	19525800.txt:7 
allscott	19525800.txt:1 
alone	19525800.txt:36 
alterations	19525800.txt:1 
although	19525800.txt:7 
amabo	19525800.txt:1 
ambush	19525800.txt:1 
amen	19525800.txt:2 
amo	19525800.txt:1 
amos	19525800.txt:1 
amount	19525800.txt:3 
ample	19525800.txt:4 
amply	19525800.txt:2 
amy	19525800.txt:10 
amyasmy	19525800.txt:1 
an	19525800.txt:235 
anchor	19525800.txt:2 
and	19525800.txt:3585 
andoh	19525800.txt:1 
animated	19525800.txt:3 
ann	19525800.txt:1 
announce	19525800.txt:2 
annoyances	19525800.txt:1 
answereda	19525800.txt:1 
answering	19525800.txt:1 
anticipate	19525800.txt:2 
antique	19525800.txt:1 
anxieties	19525800.txt:1 
apologetically	19525800.txt:1 
apparently	19525800.txt:8 
appearing	19525800.txt:1 
apples	19525800.txt:1 
appreciate	19525800.txt:1 
apprehending	19525800.txt:1 
aquiline	19525800.txt:1 
arbitrary	19525800.txt:1 
arcadia	19525800.txt:1 
arched	19525800.txt:1 
archers	19525800.txt:1 
arches	19525800.txt:2 
archie	19525800.txt:4 
architecture	19525800.txt:2 
arden	19525800.txt:52 
ardenwho	19525800.txt:1 
are	19525800.txt:241 
arouse	19525800.txt:1 
arranged	19525800.txt:3 
arrayed	19525800.txt:3 
arrived	19525800.txt:4 
arrives	19525800.txt:1 
arrows	19525800.txt:4 
art	19525800.txt:2 
artlessly	19525800.txt:1 
arts	19525800.txt:4 
as	19525800.txt:892 
ascending	19525800.txt:1 
ascribe	19525800.txt:2 
aspect	19525800.txt:2 
aspirant	19525800.txt:1 
asseveration	19525800.txt:1 
assiduities	19525800.txt:1 
assiduously	19525800.txt:1 
assisting	19525800.txt:2 
assize	19525800.txt:1 
associates	19525800.txt:1 
assumed	19525800.txt:2 
assumption	19525800.txt:1 
assured	19525800.txt:7 
assuring	19525800.txt:1 
astir	19525800.txt:2 
astray	19525800.txt:2 
attend	19525800.txt:11 
attentive	19525800.txt:3 
attired	19525800.txt:1 
attractive	19525800.txt:1 
attractiveness	19525800.txt:1 
attributable	19525800.txt:1 
audacious	19525800.txt:2 
aught	19525800.txt:4 
auguries	19525800.txt:2 
august	19525800.txt:1 
aureely	19525800.txt:2 
aurelia	19525800.txt:474 
aurelias	19525800.txt:69 
available	19525800.txt:1 
averring	19525800.txt:1 
avowal	19525800.txt:1 
awaiting	19525800.txt:2 
awakened	19525800.txt:6 
awe	19525800.txt:5 
awfulness	19525800.txt:1 
babel	19525800.txt:1 
backing	19525800.txt:1 
backstring	19525800.txt:1 
bank	19525800.txt:3 
banks	19525800.txt:2 
baptised	19525800.txt:1 
bargain	19525800.txt:1 
barking	19525800.txt:2 
barrister	19525800.txt:1 
baskets	19525800.txt:2 
baulk	19525800.txt:1 
beast	19525800.txt:4 
beat	19525800.txt:3 
beats	19525800.txt:1 
beauty	19525800.txt:28 
beautyif	19525800.txt:1 
became	19525800.txt:22 
beckoned	19525800.txt:1 
becomes	19525800.txt:2 
bedclothes	19525800.txt:1 
bedroom	19525800.txt:8 
beef	19525800.txt:3 
beg	19525800.txt:16 
begin	19525800.txt:6 
beginning	19525800.txt:20 
behalf	19525800.txt:2 
behaved	19525800.txt:4 
behaves	19525800.txt:1 
behaviour	19525800.txt:1 
beholding	19525800.txt:1 
being	19525800.txt:111 
belgrade	19525800.txt:2 
belief	19525800.txt:3 
believed	19525800.txt:11 
believes	19525800.txt:1 
belike	19525800.txt:1 
bella	19525800.txt:1 
below	19525800.txt:8 
bended	19525800.txt:1 
beringed	19525800.txt:1 
beside	19525800.txt:3 
besought	19525800.txt:1 
bestow	19525800.txt:5 
bethought	19525800.txt:1 
betokened	19525800.txt:1 
betraying	19525800.txt:2 
betrothal	19525800.txt:1 
betty	19525800.txt:244 
bettyas	19525800.txt:1 
beverages	19525800.txt:1 
bird	19525800.txt:6 
birds	19525800.txt:4 
birth	19525800.txt:4 
bishop	19525800.txt:1 
bitter	19525800.txt:8 
bitterness	19525800.txt:1 
blackbird	19525800.txt:1 
blacker	19525800.txt:1 
blanchire	19525800.txt:1 
bleeding	19525800.txt:1 
bless	19525800.txt:25 
bloom	19525800.txt:7 
blowing	19525800.txt:2 
blush	19525800.txt:3 
bluster	19525800.txt:1 
boat	19525800.txt:18 
boats	19525800.txt:2 
bob	19525800.txt:5 
bobs	19525800.txt:1 
boddice	19525800.txt:1 
boddices	19525800.txt:1 
boil	19525800.txt:1 
bold	19525800.txt:1 
book	19525800.txt:15 
books	19525800.txt:10 
bopeep	19525800.txt:1 
bottle	19525800.txt:3 
bowling	19525800.txt:1 
bowstead	19525800.txt:53 
bravest	19525800.txt:1 
break	19525800.txt:16 
breaking	19525800.txt:3 
breath	19525800.txt:15 
breathings	19525800.txt:1 
briefly	19525800.txt:3 
bright	19525800.txt:14 
brilliant	19525800.txt:5 
brings	19525800.txt:3 
brocaded	19525800.txt:1 
brocades	19525800.txt:1 
brotherbrother	19525800.txt:1 
brow	19525800.txt:6 
brown	19525800.txt:11 
brows	19525800.txt:5 
brushed	19525800.txt:2 
buffcoloured	19525800.txt:1 
bullocks	19525800.txt:1 
bunches	19525800.txt:1 
bundles	19525800.txt:1 
burden	19525800.txt:1 
buried	19525800.txt:2 
bushes	19525800.txt:1 
bustle	19525800.txt:1 
cajoled	19525800.txt:1 
calash	19525800.txt:1 
call	19525800.txt:38 
calls	19525800.txt:5 
cameo	19525800.txt:1 
camlet	19525800.txt:3 
candle	19525800.txt:11 
cane	19525800.txt:1 
canon	19525800.txt:15 
canopy	19525800.txt:1 
cant	19525800.txt:12 
cantered	19525800.txt:1 
capable	19525800.txt:5 
capacious	19525800.txt:2 
caprice	19525800.txt:2 
cardtable	19525800.txt:1 
carolines	19525800.txt:1 
carrying	19525800.txt:6 
case	19525800.txt:19 
casement	19525800.txt:1 
cases	19525800.txt:2 
casket	19525800.txt:3 
cassocks	19525800.txt:1 
cast	19525800.txt:6 
cat	19525800.txt:6 
catching	19525800.txt:5 
catechisms	19525800.txt:1 
cats	19525800.txt:5 
censure	19525800.txt:4 
ceremony	19525800.txt:13 
certain	19525800.txt:22 
certainly	19525800.txt:22 
chains	19525800.txt:2 
chainstitch	19525800.txt:1 
chamber	19525800.txt:16 
chance	19525800.txt:11 
chapbooks	19525800.txt:1 
chaplainnot	19525800.txt:1 
chaps	19525800.txt:1 
characters	19525800.txt:1 
charger	19525800.txt:1 
chariotdl	19525800.txt:1 
chatter	19525800.txt:3 
cheat	19525800.txt:1 
cheek	19525800.txt:7 
cheerfulness	19525800.txt:2 
cheery	19525800.txt:1 
chilly	19525800.txt:1 
chimneys	19525800.txt:1 
chinks	19525800.txt:1 
chorus	19525800.txt:1 
chosen	19525800.txt:2 
christian	19525800.txt:2 
churchill	19525800.txt:5 
churchin	19525800.txt:1 
citherea	19525800.txt:1 
civility	19525800.txt:1 
claret	19525800.txt:2 
clasped	19525800.txt:8 
cleanliness	19525800.txt:1 
cleverest	19525800.txt:1 
cloak	19525800.txt:6 
closet	19525800.txt:6 
clove	19525800.txt:1 
club	19525800.txt:1 
clung	19525800.txt:4 
clusters	19525800.txt:1 
coax	19525800.txt:1 
collect	19525800.txt:1 
colonels	19525800.txt:1 
colour	19525800.txt:15 
combat	19525800.txt:1 
comfits	19525800.txt:2 
comfort	19525800.txt:17 
commending	19525800.txt:1 
commodious	19525800.txt:1 
communicating	19525800.txt:1 
companion	19525800.txt:10 
comparative	19525800.txt:2 
comparatively	19525800.txt:1 
compel	19525800.txt:1 
compelled	19525800.txt:4 
complaining	19525800.txt:1 
compliment	19525800.txt:3 
complimented	19525800.txt:2 
composed	19525800.txt:3 
composure	19525800.txt:1 
compounded	19525800.txt:2 
concentrated	19525800.txt:1 
condescension	19525800.txt:1 
conduct	19525800.txt:4 
confessed	19525800.txt:2 
confesses	19525800.txt:1 
confided	19525800.txt:2 
confidences	19525800.txt:5 
confident	19525800.txt:1 
confined	19525800.txt:2 
confront	19525800.txt:1 
congratulate	19525800.txt:1 
congratulating	19525800.txt:1 
connoisseur	19525800.txt:1 
consent	19525800.txt:19 
consequences	19525800.txt:4 
consigned	19525800.txt:1 
constituted	19525800.txt:1 
construction	19525800.txt:1 
consume	19525800.txt:1 
contemptuously	19525800.txt:1 
contented	19525800.txt:1 
contentment	19525800.txt:1 
contents	19525800.txt:3 
continuance	19525800.txt:2 
continued	19525800.txt:25 
contradicts	19525800.txt:1 
contrast	19525800.txt:6 
contributed	19525800.txt:1 
contrived	19525800.txt:8 
contumacy	19525800.txt:2 
conversed	19525800.txt:4 
convince	19525800.txt:3 
convulsed	19525800.txt:1 
cooperation	19525800.txt:1 
cornerthe	19525800.txt:1 
coronet	19525800.txt:1 
correspondent	19525800.txt:1 
corridor	19525800.txt:1 
cottages	19525800.txt:2 
counteracting	19525800.txt:1 
countries	19525800.txt:1 
courage	19525800.txt:4 
court	19525800.txt:34 
courtship	19525800.txt:1 
cousins	19525800.txt:13 
coward	19525800.txt:1 
cowl	19525800.txt:1 
coxswain	19525800.txt:2 
coyness	19525800.txt:2 
crabbed	19525800.txt:3 
cracked	19525800.txt:1 
crawford	19525800.txt:3 
creature	19525800.txt:18 
creatures	19525800.txt:3 
credit	19525800.txt:8 
crept	19525800.txt:2 
crinkled	19525800.txt:1 
crossquestioning	19525800.txt:1 
crusading	19525800.txt:1 
cupboards	19525800.txt:1 
currant	19525800.txt:1 
curtsied	19525800.txt:5 
curtsies	19525800.txt:6 
customs	19525800.txt:1 
cut	19525800.txt:13 
cuts	19525800.txt:1 
damaged	19525800.txt:1 
damask	19525800.txt:1 
dame	19525800.txt:21 
dames	19525800.txt:1 
damsel	19525800.txt:1 
dance	19525800.txt:10 
danger	19525800.txt:7 
dangerous	19525800.txt:4 
dangerously	19525800.txt:1 
dare	19525800.txt:9 
dared	19525800.txt:6 
dares	19525800.txt:1 
darkness	19525800.txt:24 
darling	19525800.txt:17 
dart	19525800.txt:2 
darts	19525800.txt:2 
daughter	19525800.txt:59 
daughters	19525800.txt:22 
dazzling	19525800.txt:1 
dealt	19525800.txt:1 
dear	19525800.txt:125 
debonnaire	19525800.txt:1 
deceitful	19525800.txt:1 
deceived	19525800.txt:5 
deciphering	19525800.txt:1 
deck	19525800.txt:1 
declared	19525800.txt:22 
declares	19525800.txt:2 
deed	19525800.txt:1 
deeds	19525800.txt:1 
deepen	19525800.txt:1 
defended	19525800.txt:1 
defiance	19525800.txt:1 
definite	19525800.txt:3 
defoes	19525800.txt:1 
defying	19525800.txt:1 
degree	19525800.txt:3 
delaviei	19525800.txt:1 
delavies	19525800.txt:9 
delay	19525800.txt:4 
deleterious	19525800.txt:1 
deliberation	19525800.txt:1 
delicacy	19525800.txt:1 
delicatelyscented	19525800.txt:1 
delight	19525800.txt:10 
delighted	19525800.txt:9 
delighting	19525800.txt:1 
deliver	19525800.txt:8 
delivered	19525800.txt:1 
delivering	19525800.txt:1 
demands	19525800.txt:3 
demarcation	19525800.txt:1 
demoralising	19525800.txt:1 
dents	19525800.txt:1 
deny	19525800.txt:5 
depended	19525800.txt:3 
deported	19525800.txt:1 
depressed	19525800.txt:1 
descended	19525800.txt:5 
deserts	19525800.txt:1 
deserved	19525800.txt:4 
deshabille	19525800.txt:1 
designed	19525800.txt:1 
dessau	19525800.txt:1 
details	19525800.txt:2 
detained	19525800.txt:2 
detention	19525800.txt:1 
determination	19525800.txt:3 
detested	19525800.txt:1 
dethe	19525800.txt:1 
devil	19525800.txt:4 
devise	19525800.txt:2 
devizes	19525800.txt:1 
devoid	19525800.txt:3 
devoted	19525800.txt:6 
dialects	19525800.txt:1 
diamond	19525800.txt:6 
diet	19525800.txt:1 
difference	19525800.txt:5 
differently	19525800.txt:1 
difficulties	19525800.txt:2 
dilated	19525800.txt:1 
dinner	19525800.txt:18 
direct	19525800.txt:8 
directed	19525800.txt:3 
disapproval	19525800.txt:1 
disapproving	19525800.txt:1 
disarrangement	19525800.txt:1 
discoveries	19525800.txt:1 
discreet	19525800.txt:2 
disguise	19525800.txt:4 
dishes	19525800.txt:4 
disliked	19525800.txt:1 
dismissed	19525800.txt:4 
disposition	19525800.txt:1 
disputes	19525800.txt:2 
disputing	19525800.txt:1 
dissatisfied	19525800.txt:1 
dissembler	19525800.txt:1 
dissipated	19525800.txt:1 
distinction	19525800.txt:5 
distress	19525800.txt:9 
distrusted	19525800.txt:1 
divested	19525800.txt:1 
documents	19525800.txt:1 
does	19525800.txt:36 
doll	19525800.txt:5 
dolls	19525800.txt:1 
done	19525800.txt:49 
donne	19525800.txt:1 
dont	19525800.txt:33 
dorothy	19525800.txt:1 
dose	19525800.txt:1 
double	19525800.txt:3 
doubledoored	19525800.txt:1 
doubly	19525800.txt:1 
doubt	19525800.txt:37 
doughty	19525800.txt:1 
draagen	19525800.txt:5 
draggletail	19525800.txt:1 
dragon	19525800.txt:3 
draperies	19525800.txt:1 
dread	19525800.txt:7 
dreading	19525800.txt:2 
dreamed	19525800.txt:1 
dreamily	19525800.txt:1 
drearily	19525800.txt:1 
drift	19525800.txt:1 
drop	19525800.txt:4 
drops	19525800.txt:1 
drowsy	19525800.txt:2 
ducklings	19525800.txt:1 
duenna	19525800.txt:2 
dungeon	19525800.txt:3 
durst	19525800.txt:10 
duteous	19525800.txt:1 
dwarfish	19525800.txt:2 
dye	19525800.txt:2 
eagles	19525800.txt:1 
ear	19525800.txt:9 
ears	19525800.txt:14 
earth	19525800.txt:2 
ebb	19525800.txt:1 
eccentricity	19525800.txt:1 
ee	19525800.txt:1 
een	19525800.txt:1 
eerie	19525800.txt:1 
effaced	19525800.txt:1 
egg	19525800.txt:1 
eggs	19525800.txt:6 
ejaculated	19525800.txt:1 
electricity	19525800.txt:1 
emancipation	19525800.txt:1 
embracing	19525800.txt:1 
emerald	19525800.txt:1 
emotions	19525800.txt:2 
emphasis	19525800.txt:1 
employed	19525800.txt:2 
emptiness	19525800.txt:2 
enable	19525800.txt:1 
enabled	19525800.txt:2 
endeavouring	19525800.txt:1 
ended	19525800.txt:5 
endless	19525800.txt:1 
enemy	19525800.txt:5 
energy	19525800.txt:2 
enfolded	19525800.txt:1 
enforced	19525800.txt:1 
engaged	19525800.txt:3 
englishman	19525800.txt:1 
enjoyed	19525800.txt:4 
enter	19525800.txt:6 
entirely	19525800.txt:16 
entrap	19525800.txt:1 
entreat	19525800.txt:6 
entreated	19525800.txt:9 
entreaties	19525800.txt:4 
entreaty	19525800.txt:6 
epithet	19525800.txt:1 
equable	19525800.txt:2 
equally	19525800.txt:7 
equipments	19525800.txt:1 
escape	19525800.txt:11 
escaped	19525800.txt:8 
escorted	19525800.txt:2 
essential	19525800.txt:2 
et	19525800.txt:4 
etonian	19525800.txt:1 
everywhere	19525800.txt:2 
evidence	19525800.txt:2 
evidently	19525800.txt:13 
evil	19525800.txt:9 
evils	19525800.txt:2 
examined	19525800.txt:2 
examples	19525800.txt:2 
exceeded	19525800.txt:3 
exceedingly	19525800.txt:3 
excellent	19525800.txt:17 
excitability	19525800.txt:1 
exclaiming	19525800.txt:2 
exclamation	19525800.txt:3 
execute	19525800.txt:3 
exert	19525800.txt:2 
exertion	19525800.txt:1 
exhibited	19525800.txt:1 
existence	19525800.txt:4 
expedients	19525800.txt:2 
expedition	19525800.txt:5 
expense	19525800.txt:1 
experience	19525800.txt:4 
experiment	19525800.txt:2 
explanation	19525800.txt:9 
exposed	19525800.txt:5 
exposition	19525800.txt:1 
expression	19525800.txt:4 
expressions	19525800.txt:1 
expressively	19525800.txt:1 
expressly	19525800.txt:1 
extant	19525800.txt:1 
extracts	19525800.txt:1 
extraordinary	19525800.txt:3 
eyebrow	19525800.txt:2 
fabric	19525800.txt:1 
fail	19525800.txt:3 
failing	19525800.txt:2 
fails	19525800.txt:1 
fallals	19525800.txt:1 
familiar	19525800.txt:11 
families	19525800.txt:3 
fangs	19525800.txt:1 
farm	19525800.txt:11 
farms	19525800.txt:1 
fascination	19525800.txt:2 
fastened	19525800.txt:2 
faultless	19525800.txt:1 
faults	19525800.txt:1 
favourably	19525800.txt:1 
feared	19525800.txt:6 
fearless	19525800.txt:1 
feather	19525800.txt:3 
features	19525800.txt:4 
feel	19525800.txt:16 
feeling	19525800.txt:20 
felt	19525800.txt:46 
feminine	19525800.txt:2 
fencing	19525800.txt:1 
fetch	19525800.txt:4 
fetters	19525800.txt:2 
few	19525800.txt:37 
fewer	19525800.txt:2 
fictitious	19525800.txt:1 
fiercely	19525800.txt:1 
fierceness	19525800.txt:1 
final	19525800.txt:2 
find	19525800.txt:60 
finding	19525800.txt:16 
finds	19525800.txt:1 
finer	19525800.txt:2 
finger	19525800.txt:8 
fingers	19525800.txt:10 
finishing	19525800.txt:2 
fire	19525800.txt:14 
fired	19525800.txt:1 
fireless	19525800.txt:1 
fires	19525800.txt:1 
firmness	19525800.txt:1 
first	19525800.txt:96 
fitted	19525800.txt:1 
fix	19525800.txt:5 
fixing	19525800.txt:1 
flame	19525800.txt:8 
flashing	19525800.txt:1 
flaunting	19525800.txt:1 
flee	19525800.txt:2 
floated	19525800.txt:1 
floating	19525800.txt:2 
flood	19525800.txt:4 
flower	19525800.txt:4 
flowers	19525800.txt:7 
fluttering	19525800.txt:2 
follies	19525800.txt:1 
followed	19525800.txt:25 
following	19525800.txt:9 
fondest	19525800.txt:1 
